1685,707,479,254,197,116,95
1686,391,268,131,84,78,58
1687,388,347,125,130,101,55
1688,620,433,151,185,129,100
1689,900,486,188,179,179,103
1690,827,440,200,118,97,121
1691,536,378,163,121,71,89
1692,559,344,146,119,49,78
1693,427,485,156,93,38,69
1694,433,397,130,112,46,64
1695,583,492,204,128,76,82
1696,507,415,193,92,100,99
1697,481,473,162,113,69,98
1698,412,452,176,135,51,67
1699,454,474,153,144,99,91
1700,513,597,204,177,147,141
1701,551,449,170,135,65,123
1702,710,428,182,110,68,98
1703,548,423,148,88,129,0
1704,661,423,152,105,149,0
1705,553,499,146,114,138,0
1706,579,367,108,128,178,0
1707,657,453,109,188,182,0
1708,673,497,129,141,66,98
1709,700,432,193,144,53,65
1710,932,483,256,174,88,155
1711,718,496,161,106,77,91
1712,824,416,153,95,88,93
1713,871,476,113,160,84,61
1714,745,668,248,181,95,100
1715,905,679,211,136,114,100
1716,755,567,203,160,98,79
1717,814,450,211,125,89,70
1718,672,358,253,133,82,77
1719,765,390,222,136,69,79
1720,720,530,219,154,96,140
1721,694,443,187,128,81,75
1722,587,498,160,95,93,78
1723,515,458,165,93,62,79
1724,558,443,148,86,74,65
1725,534,448,223,140,93,98
1726,613,421,195,130,74,66
1727,663,458,210,147,78,76
1728,595,503,230,130,72,75
1729,483,492,235,118,91,83
1730,565,534,257,165,99,114
1731,497,485,161,144,69,72
1732,672,465,213,148,95,90
1733,693,407,187,164,101,104
1734,621,449,164,119,55,96
1735,674,571,230,138,61,93
1736,629,526,208,108,55,76
1737,490,362,161,166,73,70
1738,507,392,170,146,73,69
1739,686,419,237,192,72,100
1740,643,488,236,186,120,157
1741,624,448,201,179,92,112
1742,598,514,212,185,70,89
1743,406,636,193,194,77,97
1744,609,436,207,137,99,68
1745,784,465,237,198,131,100
1746,673,482,181,205,70,111
1747,584,455,206,164,94,96
1748,563,509,180,174,99,110
1749,659,546,173,209,123,105
1750,714,626,320,277,144,267
1751,713,571,203,135,116,110
1752,700,523,167,126,104,102
1753,689,600,197,191,81,141
1754,617,561,170,163,83,119
1755,755,666,240,181,116,134
1756,703,597,291,215,106,131
1757,726,558,305,162,83,110
1758,756,544,229,221,93,85
1759,712,624,240,210,116,106
1760,755,638,399,275,117,162
1761,659,553,330,244,104,87
1762,602,560,279,233,100,128
1763,608,682,290,228,101,112
1764,620,767,235,201,103,109
1765,709,732,296,266,139,168
1766,635,822,253,254,125,126
1767,753,737,256,240,125,136
1768,738,815,336,252,108,157
1769,775,706,309,235,160,155
1770,938,895,436,281,234,218
1771,829,622,381,186,125,107
1772,934,690,270,208,123,138
1773,932,830,296,244,106,122
1774,992,1035,355,239,133,164
1775,1136,1210,460,391,196,217
1776,1262,851,395,276,137,153
1777,1127,908,400,268,140,127
1778,1053,812,294,278,108,153
1779,991,952,327,226,147,150
1780,1086,895,394,417,191,256
1781,910,825,243,272,135,138
1782,967,843,265,354,140,133
1783,1264,782,367,316,179,135
1784,1207,836,332,350,192,178
1785,1153,1076,452,458,232,239
1786,1295,859,380,369,212,181
1787,1502,870,489,421,237,232
1788,1432,1068,424,414,294,222
1789,1388,1040,407,451,274,242
1790,1656,1534,588,664,349,489
1791,1699,1230,536,483,248,297
1792,1904,1398,628,569,237,454
1793,1941,1419,765,458,244,468
1794,1946,1583,668,633,247,469
1795,2202,1803,866,821,350,608
1796,2248,1481,909,491,356,452
1797,1988,1511,704,489,543,276
1798,2163,1650,747,499,562,273
1799,2077,1616,729,558,535,286
